Epoch,Train Loss,Val Loss,Mean IoU,Time (s)
1,1.4103265064103263,13.099927425384521,0.11256713855523862,415.8001551628113
2,1.0539221635886602,3.4525896310806274,0.2625643280233171,400.6056399345398
3,0.8980939643723624,0.9410002827644348,0.3752949643123894,397.9732885360718
4,0.8357670264584678,0.8524700403213501,0.3667940033327501,398.1405506134033
5,0.7851127471242633,1.4335255026817322,0.3275227351410862,400.920138835907
6,0.7368762067386082,0.8161326348781586,0.3062607833822474,399.81919717788696
7,0.6547134859221322,1.3224594593048096,0.24208849803037583,400.47062730789185
8,0.6388164588383266,2.0025848150253296,0.24196640056500315,401.69681334495544
9,0.5938131319625037,1.2184629440307617,0.3079102502177665,407.7642967700958
10,0.565328585250037,0.62836554646492,0.543174810873031,397.57588267326355
11,0.5398234171526772,1.1970227360725403,0.34582094222441306,406.1683738231659
12,0.5394254092659269,0.7669519782066345,0.5140172829739791,423.47315979003906
13,0.5425706612212318,2.7055193185806274,0.3373982387269809,414.3267779350281
14,0.5222018105643136,1.4141358137130737,0.2534086986472925,423.4072232246399
15,0.5022046885320118,2.794165015220642,0.2100481180658676,422.49024748802185
16,0.4904326562370573,2.0662554502487183,0.26860877007156,524.6371026039124
17,0.4552533434970038,0.9138247966766357,0.5390082741951666,441.7161908149719
18,0.43828786483832766,0.9283418655395508,0.5029615135731712,444.4229917526245
19,0.40778781686510357,1.3885648250579834,0.3396050842667303,485.963773727417
20,0.41062621985163006,2.1901113390922546,0.424932737998307,489.7152051925659
21,0.41095495011125294,1.3844801783561707,0.40945904496919117,472.64328050613403
22,0.4062755044017519,4.079668283462524,0.16414673924268847,443.672306060791
23,0.43990894513470785,1.4385502934455872,0.3932002521067774,470.38857555389404
24,0.4031560186828886,1.197527825832367,0.5263796747062376,488.0181634426117
25,0.3824864796229771,2.370801568031311,0.25150132218207116,472.0628356933594
26,0.3763022720813751,0.6364591419696808,0.5065659473443085,443.28117418289185
27,0.3629788053887231,0.7028957903385162,0.5695268800439541,439.7459120750427
28,0.3476273864507675,0.35892345011234283,0.601416507142888,449.5117835998535
29,0.3194177044289453,0.690394788980484,0.6286780192895179,450.3861560821533
30,0.3175469658204487,0.54245924949646,0.5509937090226235,442.11059737205505
31,0.3144042853798185,1.2167582511901855,0.3890146458310969,439.1723749637604
32,0.3092376036303384,0.3548234701156616,0.6857779403457211,442.905508518219
33,0.30590064185006277,0.44243718683719635,0.6278088784794982,442.45885705947876
34,0.3074412856783186,0.42532186210155487,0.5883230519794386,475.80320048332214
35,0.3013191393443516,1.4721697568893433,0.4779750871752465,440.66720628738403
36,0.30234200188091825,3.17137610912323,0.20668894127958634,441.2642590999603
37,0.3376747476203101,0.3395514637231827,0.6887725753502528,449.1124906539917
38,0.34790087384837015,3.2666321992874146,0.07349000766093332,490.31418681144714
39,0.375587950859751,1.6883131265640259,0.3109539035244896,446.48548579216003
40,0.3354478989328657,0.5312643945217133,0.5505622418085306,433.78149676322937
41,0.2955869010516575,0.8055959045886993,0.5985488770960364,405.61106634140015
42,0.30700519574540003,1.771180272102356,0.46435210600621774,412.9188177585602
43,0.28652394669396536,2.2541838884353638,0.3653149223937569,486.04716658592224
44,0.2544709486620767,0.40420934557914734,0.6650521586534144,456.1587829589844
45,0.2534691308225904,0.40080708265304565,0.6518308118481844,452.37597727775574
46,0.26660548576286863,1.3991697430610657,0.48826778364142387,439.01305389404297
47,0.2641152952398573,0.31094641983509064,0.7225127653947169,470.0127522945404
48,0.24607393251998083,0.4403645545244217,0.6844982880924206,469.01037549972534
49,0.26961692209754673,0.5120319426059723,0.5604614494154402,458.0192904472351
50,0.2502221018075943,1.4671095609664917,0.5453996088479973,486.9455599784851
